Record ID;SchoolName;Number;Street;City;State;Borough;ZipCode;LastInspection;Permittee;InspectionDate;PTET;Site Type;Level;Code;ViolationDescription;LATITUDE;LONGITUDE;COMMUNITYBOARD;COUNCILDISTRICT;CENSUSTRACT;BIN;BBL;NTA;BOROCODE
50046980;YESHIVAT OHR HAIIM;8606;135TH STREET;RICHMOND HILL;NY;Queens;11418;1/11/2023;YESHIVAT OHR HAIIM INC;6/7/2021;2533;FSE (Private School Cafeteria - Not-For-Profit);C;04A;Food Protection Certificate not held by supervisor of food operations.;4,07E+13;-7,38E+13;409;29;21600;4206444;4096300028;QN60;4
50132228;SAMARA COMMUNITY SCHOOL;1570;BOONE AVENUE;Bronx;NY;Bronx;10460;02/27/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/27/2023;2530;FSE (Public School Cafeteria);;;;4,08E+12;-7,39E+13;203;17;15700;2000000;2030140016;BX75;2
40403839;TRINITY SCHOOL;139;WEST 91 STREET;New York;NY;Manhattan;10024;12/1/2022;FLIK INTERNATIONAL CORPORATION;12/1/2022;2529;FSE (Private School Cafeteria - For Profit);C;04N;Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.;4,08E+13;-7,40E+13;107;6;17700;1032497;1012220012;MN12;1
50018873;PS/IS 78Q, THE RIVERVIEW SCHOOL @ Q312;46-08;5 STREET;Long Island City;NY;Queens;11101;01/31/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/27/2022;2530;FSE (Public School Cafeteria);C;04H;Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.;4,07E+13;-7,40E+13;402;26;100;4542629;4000210030;QN31;4
40543386;P.S. 150 QUEENS;4001;43 AVENUE;SUNNYSIDE;NY;Queens;11104;12/2/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;12/8/2020;2530;FSE (Public School Cafeteria);G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,07E+13;-7,39E+13;402;26;18101;4002387;4001850001;QN31;4
40543533;P.S. 152 EVERGREEN;1007;EVERGREEN AVENUE;Bronx;NY;Bronx;10472;03/23/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/23/2023;2530;FSE (Public School Cafeteria);G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08E+13;-7,39E+13;209;17;5200;2023336;2037110001;BX55;2
50087158;PRE-K CENTER AT 108-18 ROOSEVELT AVENUE;10818;ROOSEVELT AVENUE;CORONA;NY;Queens;11368;11/17/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;11/17/2022;2530;FSE (Public School Cafeteria);;;;4,08E+13;-7,39E+13;404;21;40100;4000000;4019960011;QN26;4
50000503;PS/MS 11X498 - VAN NEST ACADEMY, P.S. X596 AT X498, ICAHN CHARTER SCHOOL 2;1640;BRONXDALE AVENUE;Bronx;NY;Bronx;10462;2/2/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/19/2022;2530;FSE (Public School Cafeteria);C;04N;Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.;4,08E+13;-7,39E+13;211;13;24400;2116414;2040910001;BX37;2
40737453;BAIS ESTHER SCHOOL;1353;50 STREET;Brooklyn;NY;Brooklyn;11219;11/22/2022;ESTHER SCHOOL BAIS;02/28/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);C;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;4,06E+13;-7,40E+13;312;44;23600;3137766;3056420053;BK88;3
40740820;BETH JACOB ES;142;BROOME STREET;New York;NY;Manhattan;10002;02/22/2023;BETH JACOB ES;05/24/2021;2533;FSE (Private School Cafeteria - Not-For-Profit);C;04A;Food Protection Certificate not held by supervisor of food operations.;4,07E+13;-7,40E+13;103;1;1200;1004079;1003420065;MN28;1
40734760;MESIVTA NACHLAS YAKOV OF ADAS YEREIM;185;WILSON STREET;Brooklyn;NY;Brooklyn;11211;02/16/2023;MESIVTA NACHLAS YAKOV OF ADAS YEREIM;05/25/2021;2533;FSE (Private School Cafeteria - Not-For-Profit);C;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;4,07E+12;-7,40E+13;301;33;53500;3059912;3021780006;BK72;3
50105530;YESHIVAT MEKOR HAIM;1326;OCEAN PARKWAY;Brooklyn;NY;Brooklyn;11230;05/16/2022;CONGREGATION SHAARI TEFILOH OF KINGS HIGHWAY;2/4/2021;2533;FSE (Private School Cafeteria - Not-For-Profit);C;04A;Food Protection Certificate not held by supervisor of food operations.;4,06E+13;-7,40E+13;312;44;44400;3172885;3065680021;BK46;3
40543524;P.S. 001 COURTLANDT SCHOOL;335;EAST 152 STREET;Bronx;NY;Bronx;10451;01/26/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/26/2023;2530;FSE (Public School Cafeteria);G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,08E+13;-7,39E+13;201;17;6700;2001881;2024110119;BX34;2
40894158;ST. FRANCIS DE SALES SCHOOL FOR THE DEAF;260;EASTERN PARKWAY;Brooklyn;NY;Brooklyn;11225;12/2/2022;ST. FRANCIS DE SALES SCHOOL FOR THE DEAF;3/10/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,07E+13;-7,40E+13;309;35;21300;3029670;3011850001;BK63;3
50034846;TREVOR DAY SCHOOL;312;EAST 95 STREET;New York;NY;Manhattan;10128;12/13/2022;TREVOR DAY SCHOOL;12/13/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);;;;4,08E+13;-7,39E+13;108;5;15601;1089945;1015570041;MN32;1
40540346;P.S. 003 THE MARGARET GIOIOSA SCHOOL;80;SOUTH GOFF AVENUE;NULL;NY;Staten Island;10309;12/7/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;5/11/2021;2530;FSE (Public School Cafeteria);;;;4,05E+13;-7,42E+13;503;51;19800;5083311;5067960044;SI01;5
50105986;NEW WORLD PREPARATORY SCHOOL;351;MORNINGSTAR ROAD;NULL;NY;Staten Island;10303;01/17/2023;New World Preparatory Charter School;01/17/2023;2533;FSE (Private School Cafeteria - Not-For-Profit);AV;18-nov;Food Protection Certificate not available for inspection;4,06E+13;-7,41E+13;501;49;24700;5107102;5011360063;SI28;5
40545915;P.S. 376;194;HARMAN STREET;Brooklyn;NY;Brooklyn;11237;8/4/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;07/22/2022;2530;FSE (Public School Cafeteria);C;04N;Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.;4,07E+12;-7,39E+13;304;37;43100;3075072;3032870001;BK77;3
50102107;P.S. 398;3601;34TH STREET;ASTORIA;NY;Queens;11106;2/9/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;2/9/2023;2530;FSE (Public School Cafeteria);;;;4,08E+13;-7,39E+13;401;26;5500;;4;QN68;4
40542517;P.S. 169 SUNSET PARK;4305;7 AVENUE;Brooklyn;NY;Brooklyn;11232;3/1/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;3/1/2023;2530;FSE (Public School Cafeteria);C;06E;Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.;4,06E+13;-7,40E+13;307;38;9200;3011002;3007320001;BK34;3
50071632;UNITED TALMUDICAL ACADEMY OF BORO PARK;1275;36 STREET;Brooklyn;NY;Brooklyn;11218;11/22/2022;UNITED TALMUDICAL ACADEMY OF BORO PARK;02/18/2021;2533;FSE (Private School Cafeteria - Not-For-Profit);G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06E+13;-7,40E+13;312;39;49600;3413703;3053100001;BK41;3
40542889;NEW VISIONS AIM CHARTER HIGH SCHOOL II, ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX, BRONX REGIONAL;1010;REVEREND JAMES A POLITE AVENUE;Bronx;NY;Bronx;10459;2/1/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;11/19/2020;2530;FSE (Public School Cafeteria);;;;4,08E+13;-7,39E+13;202;17;12901;2005366;2026980012;BX33;2
40542830;P.S. 179 KENSINGTON;202;AVENUE C;Brooklyn;NY;Brooklyn;11218;03/16/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/26/2021;2530;FSE (Public School Cafeteria);G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06E+13;-7,40E+13;312;39;48800;3126001;3053710001;BK41;3
41470005;RAZI SCHOOL;5511;QUEENS BOULEVARD;WOODSIDE;NY;Queens;11377;12/6/2022;SCHOOL RAZI;04/27/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);G;10C;Lighting Inadequate;4,07E+13;-7,39E+13;402;26;25100;4030990;4013250001;QN63;4
40735285;YESHIVA OHEL MOSHE;7914;BAY PARKWAY;Brooklyn;NY;Brooklyn;11214;01/18/2023;YESHIVA OHEL MOSHE;5/10/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);A;20D;“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.;4,06E+13;-7,40E+13;311;44;27000;3162913;3062760043;BK28;3
40734755;TALMUD TORAH IMREI CHAIM;1824;53 STREET;Brooklyn;NY;Brooklyn;11204;2/2/2023;TALMUD TORAH & YESHIVA IMREI CHAIM VIZNITZ;8/5/2021;2533;FSE (Private School Cafeteria - Not-For-Profit);G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06E+13;-7,40E+13;312;44;47200;3130270;3054800014;BK88;3
41519621;CHURCHILL SCHOOL & CENTER;301;EAST 29 STREET;New York;NY;Manhattan;10016;10/27/2022;BUTTER BEANS, INC;02/19/2021;2529;FSE (Private School Cafeteria - For Profit);;;;4,07E+13;-7,40E+13;106;2;7000;1081677;1009350006;MN20;1
40542985;I.S. 068 ISAAC BILDERSEE, EXPLORE EXCEL CHARTER SCHOOL - UPPER;956;EAST 82 STREET;Brooklyn;NY;Brooklyn;11236;01/20/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;4/1/2022;2530;FSE (Public School Cafeteria);C;04H;Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.;4,06E+13;-7,39E+13;318;46;95600;3224947;3080180001;BK50;3
50082117;OUR LADY QUEEN OF MARTYRS CATHOLIC ACADEMY;7255;AUSTIN STREET;FOREST HILLS;NY;Queens;11375;12/16/2022;OUR LADY QUEEN OF MARTYRS CATHOLIC ACADEMY;12/16/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,07E+13;-7,38E+13;406;29;73700;4443187;4032590005;QN17;4
40541251;THE CHILDRENS WORKSHOP SCHOOL, THE EAST VILLAGE COMMUNITY SCH, P.S. M094 @ CHILDREN'S WORKSHOP SCH;610;EAST 12 STREET;New York;NY;Manhattan;10009;09/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;09/28/2022;2530;FSE (Public School Cafeteria);G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,07E+13;-7,40E+13;103;2;2800;1079053;1003940012;MN28;1
50088609;ZETA CHARTER SCHOOL INWOOD I;652;WEST 187 STREET;New York;NY;Manhattan;10033;02/17/2023;ZETA CHARTER SCHOOLS - NEW YORK CITY;5/5/2021;2533;FSE (Private School Cafeteria - Not-For-Profit);;;;4,09E+12;-7,39E+13;112;10;27100;1075520;1021670056;MN35;1
40542743;P.S. 112 LEFFERTS PARK;7115;15 AVENUE;Brooklyn;NY;Brooklyn;11228;12/19/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;04/19/2021;2530;FSE (Public School Cafeteria);G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06E+13;-7,40E+13;311;43;19000;3157760;3061800001;BK28;3
40542161;P.S. 158 WARWICK;400;ASHFORD STREET;Brooklyn;NY;Brooklyn;11207;11/17/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;02/26/2021;2530;FSE (Public School Cafeteria);C;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;4,07E+13;-7,39E+13;305;37;115000;3089176;3040150001;BK82;3
40540736;M.S. 158 MARIE CURIE;4635;OCEANIA STREET;BAYSIDE;NY;Queens;11361;01/25/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/25/2023;2530;FSE (Public School Cafeteria);G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,08E+13;-7,38E+13;411;19;144700;4438325;4073120001;QN46;4
50130814;BROOKLYN SCHOLARS CHARTER SCHOOL;2635;LINDEN BOULEVARD;Brooklyn;NY;Brooklyn;11208;1/9/2023;SLA MANAGEMENT INC;1/9/2023;2529;FSE (Private School Cafeteria - For Profit);G;10E;Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment;4,07E+13;-7,39E+13;305;42;120800;3327470;3044640025;BK82;3
40540836;I.S. 226 QUEENS;12110;ROCKAWAY BOULEVARD;SOUTH OZONE PARK;NY;Queens;11420;10/25/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;10/25/2022;2530;FSE (Public School Cafeteria);G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,07E+13;-7,38E+13;410;28;84000;4253607;4117140100;QN55;4
50095553;CENTRAL UTA;585;MARCY AVENUE;Brooklyn;NY;Brooklyn;11206;1/12/2023;BAIS RUCHEL D'SATMAR INC;3/10/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);G;10E;Accurate thermometer not provided in refrigerated or hot holding equipment.;4,07E+13;-7,39E+12;303;36;25901;3048637;3017557503;BK75;3
50045105;M.S. 260 CLINTON SCHOOL WRITERS & ARTISTS;10;EAST 15 STREET;New York;NY;Manhattan;10003;01/25/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;7/7/2022;2530;FSE (Public School Cafeteria);;;;4,07E+12;-7,40E+13;105;2;5200;1089902;1008420034;MN13;1
41247191;BNOS MALKA ACADEMY;7102;113 STREET;FOREST HILLS;NY;Queens;11375;1/5/2023;MALKA ACADEMY BNOS;05/19/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);C;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;4,07E+13;-7,38E+13;406;29;75702;4437364;4022460041;QN17;4
40543717;NORTH BRONX SCHOOL OF EMPOWERMENT, LEADERS OF TOMORROW;3710;BARNES AVENUE;Bronx;NY;Bronx;10467;10/3/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;10/3/2022;2530;FSE (Public School Cafeteria);G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,09E+13;-7,39E+13;212;12;39000;2058396;2046750020;BX44;2
40738821;MERKAZ HATORAH OF BELLE HARBOR;505;BEACH 129 STREET;Rockaway Park;NY;Queens;11694;01/17/2023;HATORAH OF BELL MERCAZ;5/9/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);C;05D;Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.;4,06E+13;-7,39E+13;414;32;93401;4304071;4161970041;QN10;4
50005680;TALMUD TORAH OHEL YOCHANON;1325;38 STREET;Brooklyn;NY;Brooklyn;11218;03/16/2023;TALMUD TORAH OHEL YOCHANAN;7/12/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06E+13;-7,40E+13;312;39;22600;3328346;3053000062;BK88;3
50064787;YESHIVA TOLDOS YESUSCHER;1531;63 STREET;Brooklyn;NY;Brooklyn;11219;5/3/2022;YESHIVA TOLDOS YESUSCHER;06/15/2021;2533;FSE (Private School Cafeteria - Not-For-Profit);C;04A;Food Protection Certificate not held by supervisor of food operations.;4,06E+13;-7,40E+13;311;38;25000;3132691;3055300019;BK28;3
40542781;SHEEPSHEAD BAY HIGH SCHOOL;3000;AVENUE X;Brooklyn;NY;Brooklyn;11235;8/3/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;8/3/2022;2530;FSE (Public School Cafeteria);G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06E+13;-7,39E+13;315;48;62600;3203631;3074250002;BK17;3
40541003;BENJAMIN N. CARDOZO HIGH SCHOOL, P.S. Q993;5700;223 STREET;OAKLAND GARDENS;NY;Queens;11364;11/9/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;12/31/2020;2530;FSE (Public School Cafeteria);C;04M;Live roaches present in facility's food and/or non-food areas.;4,08E+13;-7,38E+13;411;23;138501;4161735;4075290001;QN42;4
50045973;CENTRAL UTA;401;PARK AVENUE;Brooklyn;NY;Brooklyn;11205;1/12/2023;BAIS RUCHEL DSATMAR INC;1/12/2023;2533;FSE (Private School Cafeteria - Not-For-Profit);C;04A;Food Protection Certificate (FPC) not held by manager or supervisor of food operations.;4,07E+13;-7,40E+13;303;33;19100;3054188;3018810051;BK69;3
40541270;P.S. M079 - HORAN SCHOOL;55;EAST  120 STREET;New York;NY;Manhattan;10035;2/1/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/28/2022;2530;FSE (Public School Cafeteria);;;;4,08E+13;-7,39E+13;111;9;19800;1053968;1017470001;MN34;1
40541328;P.S. 191 MAYFLOWER, PS 993;8515;258 STREET;FLORAL PARK;NY;Queens;11001;02/16/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;7/7/2021;2530;FSE (Public School Cafeteria);C;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;4,07E+13;-7,37E+13;413;23;157903;4180083;4088010014;QN44;4
DM21121645020408745;DREAM CHARTER HIGH SCHOOL;439;EAST  115 STREET;New York;NY;Manhattan;10029;11/29/2022;DREAM CHARTER SCHOOLS;11/29/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);;;;4,08E+13;-7,39E+12;111;8;17800;1081441;1017090031;MN34;1
41284280;XAVIER HIGH SCHOOL;30;WEST   16 STREET;New York;NY;Manhattan;10011;10/17/2022;COMPASS GROUP USA, INC.;03/16/2021;2529;FSE (Private School Cafeteria - For Profit);C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,07E+13;-7,40E+13;105;3;5400;1080629;1008170072;MN13;1
DM21191507038059598;HARBOR SCIENCE AND ARTS CHARTER SCHOOL;132;EAST  111 STREET;New York;NY;Manhattan;10029;12/8/2022;HARBOR SCIENCE AND ARTS CHARTER;06/14/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);G;08C;Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.;4,08E+13;-7,39E+12;111;8;17200;1052192;1016380057;MN33;1
40936000;BOBOVER YESHIVAH BNEI ZION;1533;48 STREET;Brooklyn;NY;Brooklyn;11219;1/12/2023;BOBOVER YESHIVA BNEI ZION;4/11/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,06E+13;-7,40E+12;312;44;23400;3128816;3054420065;BK88;3
